Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
397,Moussa Cisse,23,DAL,C,18,1,10.1,1.2,1.9,.618,0.0,0.0,,1.2,1.9,.618,.618,0.6,1.5,.407,1.3,2.1,3.3,0.2,0.2,1.1,0.7,1.6,2.9,,cissemo01
398,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,.321,0.6,1.9,.333,0.5,1.6,.308,.411,0.1,0.1,.500,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,,paulch01
399,Jae'Sean Tate,30,HOU,SF,14,0,8.3,1.2,2.3,.531,0.4,0.9,.417,0.9,1.4,.600,.609,0.1,0.1,1.000,0.6,1.0,1.6,0.5,0.3,0.0,0.3,1.4,2.9,,tateja01
400,Bobi Klintman,22,DET,SF,6,0,8.8,1.2,3.5,.333,0.5,1.8,.273,0.7,1.7,.400,.405,0.0,0.5,.000,0.8,1.8,2.7,0.7,0.3,0.0,0.8,1.5,2.8,,klintbo01
401,Yanic Konan Niederhäuser,22,LAC,C,11,0,5.2,1.2,1.6,.722,0.0,0.0,,1.2,1.6,.722,.722,0.5,0.9,.500,0.6,0.7,1.4,0.3,0.0,0.3,0.3,0.4,2.8,,konanya01
402,Xavier Tillman Sr.,27,BOS,C,11,1,9.4,1.3,2.5,.500,0.3,1.2,.231,1.0,1.4,.733,.554,0.0,0.0,,0.9,1.3,2.2,0.5,0.5,0.2,0.4,0.8,2.8,,tillmxa01
403,Kevon Looney,29,NOP,C,12,6,12.9,1.2,2.8,.424,0.1,0.6,.143,1.1,2.2,.500,.439,0.3,0.5,.500,1.7,2.3,3.9,1.4,0.3,0.4,0.5,2.1,2.7,,looneke01
404,Jericho Sims,27,MIL,C,19,3,14.3,1.2,1.4,.852,0.0,0.0,,1.2,1.4,.852,.852,0.3,0.4,.714,1.3,2.4,3.7,0.7,0.2,0.3,0.7,1.6,2.7,,simsje01
405,Yang Hansen,20,POR,C,13,1,7.7,0.9,3.1,.300,0.1,1.2,.063,0.8,1.8,.458,.313,0.7,0.8,.900,0.5,1.3,1.8,0.8,0.0,0.4,0.7,1.0,2.6,,yangha01
406,Carter Bryant,20,SAS,PF,18,0,7.9,0.9,2.8,.333,0.4,1.6,.286,0.5,1.3,.391,.412,0.2,0.2,.750,0.3,1.3,1.7,0.1,0.2,0.1,0.3,0.8,2.5,,bryanca01
407,Caleb Houstan,23,ATL,SF,8,0,5.4,0.8,1.6,.462,0.6,1.3,.500,0.1,0.4,.333,.654,0.4,0.4,1.000,0.5,0.1,0.6,0.3,0.1,0.1,0.5,0.6,2.5,,houstca01
408,GG Jackson II,21,MEM,PF,8,0,6.8,0.9,3.5,.250,0.0,1.5,.000,0.9,2.0,.438,.250,0.8,1.1,.667,0.4,1.4,1.8,0.3,0.5,0.1,0.3,0.5,2.5,,jacksgg01
409,Tyus Jones,29,ORL,PG,24,1,14.0,1.0,2.8,.343,0.5,1.7,.275,0.5,1.1,.444,.425,0.1,0.1,1.000,0.2,0.6,0.8,2.0,0.7,0.1,0.3,0.6,2.5,,jonesty01
410,Isaiah Livers,27,PHO,PF,13,0,12.2,0.8,2.2,.345,0.5,1.8,.292,0.2,0.4,.600,.466,0.4,0.5,.833,0.6,1.5,2.2,0.4,0.5,0.4,0.4,1.1,2.5,,liveris01
411,Elijah Harkless,25,UTA,SG,7,0,9.4,0.6,1.6,.364,0.3,1.0,.286,0.3,0.6,.500,.455,1.0,1.3,.778,0.3,0.6,0.9,0.7,0.6,0.0,0.4,1.4,2.4,,harklej01
412,Dwight Powell,34,DAL,C,20,1,10.9,0.7,1.0,.650,0.0,0.0,,0.7,1.0,.650,.650,1.1,1.5,.724,0.9,1.3,2.1,0.9,0.5,0.2,0.5,2.0,2.4,,poweldw01
413,Chris Boucher,33,BOS,PF,8,0,11.4,0.9,2.8,.318,0.1,1.5,.083,0.8,1.3,.600,.341,0.4,0.5,.750,0.3,2.0,2.3,0.4,0.6,0.9,0.1,2.0,2.3,,bouchch01
414,Gary Harris,31,MIL,SG,16,0,13.3,0.8,1.9,.433,0.4,1.0,.375,0.4,0.9,.500,.533,0.3,0.3,1.000,0.3,1.1,1.4,1.2,0.8,0.1,0.5,1.2,2.3,,harriga01
415,Zeke Nnaji,25,DEN,PF,13,1,8.5,0.8,1.5,.550,0.2,0.8,.273,0.6,0.7,.889,.625,0.4,0.5,.714,0.3,1.2,1.5,0.2,0.2,0.2,0.5,1.2,2.3,,nnajize01
416,Jalen Pickett,26,DEN,SG,10,1,7.2,0.9,1.9,.474,0.4,1.0,.400,0.5,0.9,.556,.579,0.1,0.1,1.000,0.3,0.8,1.1,1.0,0.1,0.0,0.4,0.6,2.3,,pickeja02
417,Orlando Robinson,25,ORL,C,3,1,7.3,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.0,0.0,,0.7,0.3,1.0,0.7,0.3,0.0,0.0,1.0,2.3,,robinor01
418,Lindy Waters III,28,SAS,SG,11,0,7.5,0.8,2.1,.391,0.6,1.9,.333,0.2,0.2,1.000,.543,0.0,0.0,,0.2,1.0,1.2,0.5,0.2,0.0,0.1,0.9,2.3,,waterli01
419,Johnny Furphy,21,IND,SG,6,0,13.3,0.8,2.0,.417,0.5,1.2,.429,0.3,0.8,.400,.542,0.0,0.0,,0.3,1.5,1.8,0.2,0.7,0.0,0.8,1.5,2.2,,furphjo01
420,Luke Travers,24,CLE,SG,11,0,8.8,0.6,3.1,.206,0.1,1.5,.063,0.5,1.6,.333,.221,0.8,0.8,1.000,0.7,1.2,1.9,0.8,0.5,0.4,0.2,0.5,2.2,,travelu01
421,Cody Williams,21,UTA,SG,13,0,12.2,1.0,3.1,.325,0.2,1.5,.105,0.8,1.6,.524,.350,0.1,0.2,.333,0.2,0.7,0.9,0.5,0.2,0.2,0.4,1.5,2.2,,willico04
422,Devin Carter,23,SAC,PG,8,0,8.1,0.6,2.6,.238,0.3,1.4,.182,0.4,1.3,.300,.286,0.6,0.6,1.000,0.4,1.1,1.5,1.1,0.8,0.1,0.8,1.0,2.1,,cartede02
423,Jeff Green,39,HOU,PF,10,0,4.8,0.8,1.6,.500,0.5,1.2,.417,0.3,0.4,.750,.656,0.0,0.0,,0.1,0.3,0.4,0.1,0.0,0.1,0.0,0.4,2.1,,greenje02
424,Jamir Watkins,24,WAS,SG,7,1,9.6,0.7,1.6,.455,0.1,0.7,.200,0.6,0.9,.667,.500,0.6,0.6,1.000,0.3,1.3,1.6,0.4,0.0,0.1,0.1,1.3,2.1,,watkija01
425,Thanasis Antetokounmpo,33,MIL,SF,9,0,2.6,0.7,0.9,.750,0.0,0.0,,0.7,0.9,.750,.750,0.7,1.0,.667,0.2,0.2,0.4,0.0,0.3,0.3,0.1,0.8,2.0,,antetth01
426,Joan Beringer,19,MIN,PF,9,0,4.1,0.9,1.2,.727,0.0,0.0,,0.9,1.2,.727,.727,0.2,0.3,.667,0.2,1.1,1.3,0.0,0.1,0.2,0.2,1.0,2.0,,berinjo01
427,Koby Brea,23,PHO,SG,2,0,4.0,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,1.0,1.0,1.000,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0,,breako01
428,Hunter Dickinson,25,NOP,C,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,dickihu01
429,Rasheer Fleming,21,PHO,PF,12,0,5.7,0.7,2.3,.296,0.3,1.3,.188,0.4,0.9,.455,.352,0.4,0.4,1.000,0.6,0.7,1.3,0.2,0.3,0.2,0.3,0.8,2.0,,flemira01
430,Trentyn Flowers,20,CHI,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,,flowetr01
431,Ron Harper Jr.,25,BOS,SF,4,0,5.0,0.8,2.5,.300,0.5,2.0,.250,0.3,0.5,.500,.400,0.0,0.0,,0.3,0.5,0.8,1.0,0.3,0.5,0.0,0.5,2.0,,harpero02
432,Bronny James,21,LAL,SG,13,1,9.5,0.8,2.4,.323,0.3,1.1,.286,0.5,1.3,.353,.387,0.2,0.2,1.000,0.3,0.4,0.7,1.6,0.7,0.1,0.8,0.9,2.0,,jamesbr02
433,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,jonesco02
434,E.J. Liddell,25,BRK,PF,7,0,4.6,0.7,1.7,.417,0.3,1.1,.250,0.4,0.6,.750,.500,0.3,0.4,.667,0.4,0.9,1.3,0.0,0.0,0.0,0.0,0.6,2.0,,liddeej01
435,Kyle Lowry,39,PHI,PG,3,0,8.0,0.7,1.3,.500,0.7,1.3,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,1.3,0.3,0.0,0.0,0.3,2.0,,lowryky01
436,Wendell Moore Jr.,24,DET,SG,3,0,14.3,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,0.0,0.0,,0.3,1.0,1.3,1.0,0.7,0.3,0.3,0.3,2.0,,moorewe01
437,Daeqwon Plowden,27,SAC,SG,1,0,14.0,1.0,5.0,.200,0.0,3.0,.000,1.0,2.0,.500,.200,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,plowdda01
438,Jahmir Young,25,MIA,PG,5,0,4.8,0.8,2.2,.364,0.4,1.0,.400,0.4,1.2,.333,.455,0.0,0.0,,0.0,0.4,0.4,0.8,0.2,0.0,0.4,0.6,2.0,,youngja05
439,Anthony Gill,33,WAS,PF,9,0,3.6,0.7,0.8,.857,0.1,0.1,1.000,0.6,0.7,.833,.929,0.4,0.4,1.000,0.2,0.6,0.8,0.0,0.0,0.1,0.4,0.3,1.9,,gillan01
440,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,hallpj01
441,Javonte Cooke,26,POR,SG,4,0,6.8,0.8,2.8,.273,0.3,1.3,.200,0.5,1.5,.333,.318,0.0,0.0,,0.3,0.3,0.5,1.0,0.3,0.0,0.8,0.3,1.8,,cookeja01
442,JD Davison,23,HOU,PG,11,0,6.7,0.7,1.5,.471,0.4,0.8,.444,0.4,0.7,.500,.588,0.0,0.2,.000,0.1,0.3,0.4,0.9,0.3,0.1,0.1,0.4,1.8,,davisjd01
443,Maxi Kleber,34,LAL,PF,10,0,12.1,0.6,1.5,.400,0.3,0.8,.375,0.3,0.7,.429,.500,0.3,0.4,.750,0.6,1.2,1.8,0.6,0.2,0.3,0.2,1.6,1.8,,klebima01
444,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,martico01
445,Nolan Traoré,19,BRK,PG,4,0,8.8,0.5,2.3,.222,0.5,1.5,.333,0.0,0.8,.000,.333,0.3,0.5,.500,0.0,0.3,0.3,1.3,0.5,0.0,0.5,1.3,1.8,,traorno01
446,Chris Youngblood,23,OKC,SG,18,0,5.4,0.5,1.5,.333,0.4,1.2,.318,0.1,0.3,.400,.463,0.4,0.4,1.000,0.2,0.8,1.0,0.3,0.1,0.0,0.1,0.9,1.8,,youngch01
447,Brooks Barnhizer,23,OKC,SG,17,0,7.8,0.7,1.4,.522,0.1,0.2,.250,0.6,1.1,.579,.543,0.2,0.4,.667,0.4,1.6,1.9,0.4,0.2,0.1,0.2,0.6,1.7,,barnhbr01
448,Johni Broome,23,PHI,C,6,0,6.5,0.7,3.3,.200,0.0,0.5,.000,0.7,2.8,.235,.200,0.3,0.7,.500,1.0,1.2,2.2,0.7,0.3,0.0,0.3,0.8,1.7,,broomjo01
449,Dylan Cardwell,24,SAC,C,3,1,11.0,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,0.3,0.7,.500,0.7,1.0,1.7,0.0,0.7,1.0,0.7,3.3,1.7,,cardwdy01
450,Amir Coffey,28,MIL,SG,18,0,8.1,0.6,1.3,.435,0.2,0.6,.300,0.4,0.7,.538,.500,0.4,0.4,1.000,0.2,0.6,0.8,0.4,0.0,0.1,0.1,0.3,1.7,,coffeam01
451,Harrison Ingram,23,SAS,SF,3,0,3.7,0.7,1.0,.667,0.3,0.3,1.000,0.3,0.7,.500,.833,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,1.7,,ingraha01
452,Leonard Miller,22,MIN,SF,9,0,4.2,0.7,1.3,.500,0.0,0.6,.000,0.7,0.8,.857,.500,0.3,0.6,.600,0.1,1.1,1.2,0.4,0.2,0.0,0.4,0.8,1.7,,millele01
453,Mason Plumlee,35,CHO,C,10,1,9.4,0.5,0.6,.833,0.0,0.0,,0.5,0.6,.833,.833,0.7,1.1,.636,0.7,2.2,2.9,1.1,0.4,0.0,0.6,0.6,1.7,,plumlma01
454,Dario Šarić,31,SAC,C,3,0,9.3,0.3,1.7,.200,0.3,0.7,.500,0.0,1.0,.000,.300,0.7,0.7,1.000,0.3,1.3,1.7,0.7,0.0,0.0,0.3,0.0,1.7,,saricda01
455,Jamal Cain,26,ORL,SF,5,0,6.2,0.6,1.6,.375,0.2,1.0,.200,0.4,0.6,.667,.438,0.2,0.4,.500,0.4,0.4,0.8,0.4,0.2,0.2,0.4,0.8,1.6,,cainja01
456,Taelon Peter,23,IND,SG,15,0,7.1,0.5,1.9,.241,0.4,1.8,.222,0.1,0.1,.500,.345,0.3,0.3,.800,0.3,0.8,1.1,0.9,0.1,0.1,0.6,0.4,1.6,,peterta01
457,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,,toppija01
458,Tyson Etienne,26,BRK,PG,8,0,4.3,0.5,1.9,.267,0.5,1.6,.308,0.0,0.3,.000,.400,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.6,1.5,,etienty01
459,Myron Gardner,24,MIA,SF,4,0,2.3,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.0,1.0,1.5,,gardnmy01
460,Nigel Hayes-Davis,31,PHO,SF,17,0,8.9,0.7,2.1,.333,0.1,0.7,.083,0.6,1.4,.458,.347,0.1,0.1,.500,0.5,0.8,1.3,0.4,0.4,0.1,0.4,0.8,1.5,,hayesni01
461,DaRon Holmes,23,DEN,PF,2,0,2.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,,holmeda01
462,Andre Jackson Jr.,24,MIL,SG,11,0,6.9,0.5,1.5,.313,0.2,0.7,.250,0.3,0.7,.375,.375,0.3,0.4,.750,0.5,0.5,0.9,1.5,0.5,0.2,0.5,1.0,1.4,,jacksan01
463,Khaman Maluach,19,PHO,C,11,0,4.5,0.4,0.9,.400,0.0,0.3,.000,0.4,0.6,.571,.400,0.6,0.7,.875,0.2,0.6,0.8,0.1,0.0,0.4,0.5,0.9,1.4,,maluakh01
464,Rayan Rupert,21,POR,SG,17,0,7.6,0.5,1.8,.300,0.2,0.9,.250,0.3,0.8,.357,.367,0.1,0.2,.500,0.2,1.3,1.5,0.2,0.4,0.1,0.5,1.0,1.4,,ruperra01
465,Isaac Jones,25,2TM,PF,4,1,4.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.3,0.5,.500,0.5,0.0,0.5,0.3,0.0,0.0,0.0,1.0,1.3,,jonesis01
465,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,jonesis01
465,Isaac Jones,25,DET,PF,1,0,1.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,jonesis01
466,Ariel Hukporti,23,NYK,C,15,2,8.3,0.5,0.9,.538,0.0,0.0,,0.5,0.9,.538,.538,0.3,0.5,.625,1.0,1.6,2.6,0.5,0.1,0.5,0.6,1.4,1.3,,hukpoar01
467,Drew Peterson,26,CHO,PF,4,0,13.3,0.5,3.5,.143,0.0,2.8,.000,0.5,0.8,.667,.143,0.3,0.5,.500,0.5,1.3,1.8,0.5,0.8,0.3,0.0,0.8,1.3,,peterdr01
468,Adou Thiero,21,LAL,SF,8,0,6.4,0.4,0.6,.600,0.0,0.0,,0.4,0.6,.600,.600,0.5,0.6,.800,0.5,0.3,0.8,0.1,0.3,0.0,0.4,1.1,1.3,,thierad01
469,Caleb Martin,30,DAL,SF,22,0,9.1,0.4,1.7,.243,0.1,0.6,.154,0.3,1.1,.292,.270,0.3,0.4,.875,0.5,1.0,1.5,0.9,0.5,0.1,0.4,1.6,1.2,,martica02
470,Hunter Sallis,22,PHI,SG,6,0,4.2,0.5,0.8,.600,0.0,0.0,,0.5,0.8,.600,.600,0.2,0.3,.500,0.0,0.2,0.2,0.7,0.0,0.2,0.8,0.3,1.2,,sallihu01
471,Johnny Juzang,24,MIN,SG,8,0,2.8,0.4,1.1,.333,0.3,0.9,.286,0.1,0.3,.500,.444,0.1,0.3,.500,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.4,1.1,,juzanjo01
472,Curtis Jones,24,DEN,SG,2,0,1.5,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,jonescu01
473,Miles Kelly,23,DAL,PG,2,0,5.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.0,1.0,,kellymi02
474,Jonathan Mogbo,24,TOR,PF,10,0,4.8,0.5,1.1,.455,0.0,0.0,,0.5,1.1,.455,.455,0.0,0.0,,0.5,0.9,1.4,0.6,0.1,0.3,0.1,0.5,1.0,,mogbojo01
475,Garrett Temple,39,TOR,SG,4,0,4.3,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.3,0.5,.500,0.0,0.5,0.5,0.3,0.5,0.3,0.3,0.5,1.0,,templga01
476,Drew Timme,25,LAL,PF,2,0,4.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.5,0.5,1.0,1.5,0.5,0.0,0.0,0.0,1.0,,timmedr01
477,Bismack Biyombo,33,SAS,C,8,1,7.3,0.4,0.5,.750,0.0,0.0,,0.4,0.5,.750,.750,0.1,0.3,.500,0.3,0.5,0.8,0.4,0.4,0.1,0.4,1.3,0.9,,biyombi01
478,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,nfalyda01
479,Mohamed Diawara,20,NYK,SF,16,0,3.4,0.3,0.8,.385,0.1,0.4,.333,0.2,0.4,.429,.462,0.0,0.1,.000,0.2,0.5,0.7,0.5,0.2,0.1,0.3,0.5,0.8,,diawamo01
480,AJ Johnson,21,WAS,SG,10,0,4.5,0.2,1.3,.154,0.0,0.3,.000,0.2,1.0,.200,.154,0.3,0.4,.750,0.2,0.4,0.6,0.4,0.0,0.0,0.2,0.3,0.7,,johnsaj01
481,Amari Williams,24,BOS,PF,6,0,5.2,0.2,0.3,.500,0.0,0.0,,0.2,0.3,.500,.500,0.2,0.3,.500,0.3,0.8,1.2,0.2,0.2,0.3,0.0,0.7,0.5,,william01
482,Pacome Dadiet,20,NYK,SG,9,0,2.4,0.1,0.7,.167,0.0,0.3,.000,0.1,0.3,.333,.167,0.2,0.2,1.000,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.1,0.4,,dadiepa01
483,Lachlan Olbrich,22,CHI,C,5,0,7.2,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.0,0.0,,0.6,1.6,2.2,0.6,0.0,0.0,0.4,1.6,0.4,,olbrila01
484,Hunter Tyson,25,DEN,PF,8,0,3.5,0.0,1.1,.000,0.0,0.6,.000,0.0,0.5,.000,.000,0.3,0.3,1.000,0.1,1.4,1.5,0.4,0.1,0.0,0.0,0.4,0.3,,tysonhu01
485,Jahmyl Telfort,24,LAC,PF,8,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.1,0.5,.250,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,,telfoja01
486,Sharife Cooper,24,WAS,PG,4,0,2.5,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,,coopesh01
487,Isaiah Crawford,24,HOU,SF,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,crawfis01
488,Noa Essengue,19,CHI,PF,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,essenno01
489,Tosan Evbuomwan,24,NYK,SF,3,0,2.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,evbuoto01
490,Chucky Hepburn,22,TOR,PG,1,0,5.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,hepbuch01
491,Joe Ingles,38,MIN,SF,8,0,2.9,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.3,0.0,,inglejo01
492,Kasparas Jakučionis,19,MIA,PG,1,0,1.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,jakucka01
493,Trey Jemison,26,NYK,C,3,0,3.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.7,1.0,0.0,0.0,0.0,0.3,0.7,0.0,,jemistr01
494,Christian Koloko,25,LAL,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,kolokch01
495,Chris Mañon,24,LAL,SG,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,,manonch01
496,Alijah Martin,24,TOR,SG,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,martial01
497,Marcus Sasser,25,DET,PG,1,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,,sassema01
,League Average,,,,,,,,,.470,,,.360,,,.548,.545,,,.789,,,,,,,,,,,-9999